uniq_id,clust8_EV1234
user_75 _ 2021-03-29,8
user_75 _ 2021-03-30,6
user_76 _ 2021-03-16,1
user_76 _ 2021-03-17,1
user_76 _ 2021-03-18,1
user_76 _ 2021-03-20,1
user_76 _ 2021-03-21,3
user_76 _ 2021-03-22,1
user_76 _ 2021-03-23,1
user_76 _ 2021-03-24,1
user_76 _ 2021-03-25,1
user_76 _ 2021-03-26,1
user_76 _ 2021-03-27,1
user_76 _ 2021-03-28,1
user_76 _ 2021-03-29,1
user_77 _ 2021-03-16,1
user_77 _ 2021-03-17,1
user_77 _ 2021-03-20,1
user_77 _ 2021-03-21,1
user_77 _ 2021-03-22,1
user_77 _ 2021-03-23,1
user_77 _ 2021-03-24,1
user_77 _ 2021-03-25,1
user_77 _ 2021-03-26,3
user_77 _ 2021-03-27,1
user_77 _ 2021-03-29,1
user_77 _ 2021-03-30,3
user_77 _ 2021-03-31,3
user_79 _ 2021-03-16,1
user_79 _ 2021-03-17,8
user_79 _ 2021-03-21,1
user_79 _ 2021-03-22,1
user_79 _ 2021-03-23,1
user_79 _ 2021-03-24,1
user_79 _ 2021-03-25,8
user_79 _ 2021-03-26,1
user_79 _ 2021-03-27,1
user_79 _ 2021-03-28,1
user_79 _ 2021-03-29,1
user_79 _ 2021-03-31,1
user_80 _ 2021-03-16,1
user_80 _ 2021-03-17,1
user_80 _ 2021-03-19,1
user_80 _ 2021-03-21,1
user_80 _ 2021-03-22,1
user_80 _ 2021-03-23,1
user_80 _ 2021-03-24,1
user_80 _ 2021-03-25,1
user_80 _ 2021-03-28,1
user_80 _ 2021-03-29,1
user_81 _ 2021-03-16,1
user_81 _ 2021-03-17,1
user_81 _ 2021-03-18,1
user_81 _ 2021-03-19,1
user_81 _ 2021-03-20,1
user_81 _ 2021-03-21,1
user_81 _ 2021-03-23,1
user_81 _ 2021-03-24,1
user_81 _ 2021-03-25,1
user_81 _ 2021-03-28,1
user_81 _ 2021-03-29,1
user_81 _ 2021-03-30,1
user_81 _ 2021-03-31,1
user_82 _ 2021-03-16,8
user_82 _ 2021-03-17,8
user_82 _ 2021-03-18,8
user_82 _ 2021-03-19,8
user_82 _ 2021-03-22,8
user_82 _ 2021-03-23,8
user_83 _ 2021-03-18,3
user_83 _ 2021-03-19,6
user_83 _ 2021-03-20,6
user_83 _ 2021-03-21,1
user_83 _ 2021-03-22,3
user_83 _ 2021-03-23,1
user_83 _ 2021-03-24,1
user_83 _ 2021-03-26,3
user_83 _ 2021-03-28,1
user_83 _ 2021-03-29,1
user_83 _ 2021-03-30,1
user_83 _ 2021-04-01,3
user_84 _ 2021-03-17,8
user_84 _ 2021-03-18,8
user_84 _ 2021-03-19,1
user_84 _ 2021-03-20,3
user_84 _ 2021-03-23,8
user_84 _ 2021-03-24,8
user_84 _ 2021-03-25,8
user_84 _ 2021-03-26,8
user_84 _ 2021-03-27,3
user_84 _ 2021-03-28,1
user_84 _ 2021-03-29,8
user_84 _ 2021-03-30,6
user_84 _ 2021-03-31,8
user_85 _ 2021-03-18,1
user_85 _ 2021-03-23,1
user_85 _ 2021-03-24,1
user_85 _ 2021-03-25,1
user_85 _ 2021-03-26,1
user_85 _ 2021-03-27,1
user_85 _ 2021-03-29,1
user_85 _ 2021-03-30,1
user_85 _ 2021-03-31,1
user_87 _ 2021-03-19,1
user_87 _ 2021-03-20,1
user_87 _ 2021-03-21,1
user_87 _ 2021-03-22,1
user_87 _ 2021-03-24,1
user_87 _ 2021-03-25,1
user_87 _ 2021-03-26,2
user_87 _ 2021-03-28,2
user_87 _ 2021-03-30,1
user_87 _ 2021-03-31,1
user_87 _ 2021-04-01,1
user_87 _ 2021-04-02,1
user_87 _ 2021-04-04,1
user_87 _ 2021-04-06,1
user_87 _ 2021-04-07,1
user_89 _ 2021-03-19,8
user_89 _ 2021-03-20,8
user_89 _ 2021-03-21,3
user_89 _ 2021-03-23,8
user_89 _ 2021-03-24,8
user_89 _ 2021-03-25,8
user_89 _ 2021-03-26,8
user_89 _ 2021-03-27,8
user_89 _ 2021-03-28,1
user_89 _ 2021-03-29,3
user_89 _ 2021-03-30,8
user_89 _ 2021-03-31,8
user_89 _ 2021-04-01,8
user_89 _ 2021-04-04,3
user_89 _ 2021-04-05,6
user_89 _ 2021-04-06,8
user_91 _ 2021-03-20,1
user_91 _ 2021-03-21,1
user_91 _ 2021-03-23,1
user_91 _ 2021-03-26,1
user_91 _ 2021-03-28,1
user_91 _ 2021-03-29,1
user_91 _ 2021-03-31,1
user_91 _ 2021-04-01,1
user_91 _ 2021-04-04,1
user_91 _ 2021-04-05,1
user_92 _ 2021-03-19,8
user_92 _ 2021-03-20,6
user_92 _ 2021-03-21,3
user_92 _ 2021-03-22,8
user_92 _ 2021-03-23,8
user_92 _ 2021-03-24,8
user_92 _ 2021-03-26,8
user_92 _ 2021-03-27,1
user_92 _ 2021-03-28,1
user_92 _ 2021-03-29,3
user_92 _ 2021-03-30,1
user_92 _ 2021-04-01,1
user_92 _ 2021-04-02,8
user_92 _ 2021-04-03,1
user_93 _ 2021-03-19,1
user_93 _ 2021-03-20,3
user_93 _ 2021-03-21,1
user_93 _ 2021-03-24,1
user_93 _ 2021-03-25,1
user_93 _ 2021-03-26,1
user_93 _ 2021-03-27,1
user_93 _ 2021-03-30,1
user_93 _ 2021-04-01,1
user_93 _ 2021-04-02,1
user_93 _ 2021-04-03,1
user_94 _ 2021-03-21,8
user_94 _ 2021-03-22,7
user_94 _ 2021-03-24,1
user_94 _ 2021-03-29,1
user_94 _ 2021-03-31,1
user_94 _ 2021-04-01,1
user_94 _ 2021-04-02,1
user_94 _ 2021-04-03,8
user_94 _ 2021-04-04,3
user_94 _ 2021-04-05,1
user_94 _ 2021-04-07,6
user_94 _ 2021-04-08,1
user_96 _ 2021-03-20,1
user_96 _ 2021-03-21,1
user_96 _ 2021-03-22,1
user_96 _ 2021-03-24,1
user_96 _ 2021-03-25,1
user_96 _ 2021-03-26,1
user_96 _ 2021-03-27,1
user_96 _ 2021-03-28,1
user_96 _ 2021-03-29,1
user_96 _ 2021-03-31,1
user_96 _ 2021-04-01,1
user_96 _ 2021-04-02,1
user_99 _ 2021-03-23,3
user_99 _ 2021-03-24,8
user_99 _ 2021-03-25,8
user_99 _ 2021-03-26,8
user_99 _ 2021-03-28,8
user_99 _ 2021-03-31,1
user_99 _ 2021-04-01,8
user_99 _ 2021-04-02,8
user_99 _ 2021-04-03,8
user_99 _ 2021-04-04,8
user_99 _ 2021-04-05,8
user_99 _ 2021-04-06,8
user_109 _ 2021-03-29,8
user_109 _ 2021-04-07,8
user_109 _ 2021-04-11,3
user_109 _ 2021-04-21,8
user_109 _ 2021-04-05,1
user_109 _ 2021-04-03,1
user_109 _ 2021-03-30,1
user_109 _ 2021-04-02,1
user_109 _ 2021-04-06,8
user_109 _ 2021-04-20,8
user_109 _ 2021-04-01,8
user_109 _ 2021-04-08,8
user_109 _ 2021-04-12,8
user_109 _ 2021-04-10,3
user_109 _ 2021-04-18,1
user_109 _ 2021-04-14,8
user_109 _ 2021-03-31,8
user_109 _ 2021-04-16,1
user_109 _ 2021-04-22,6
user_109 _ 2021-04-19,8
user_137 _ 2021-04-27,1
user_137 _ 2021-04-25,1
user_137 _ 2021-04-30,4
user_137 _ 2021-04-21,1
user_137 _ 2021-04-23,3
user_137 _ 2021-04-19,1
user_137 _ 2021-04-22,1
user_137 _ 2021-04-24,1
user_137 _ 2021-04-17,7
user_137 _ 2021-04-18,7
user_137 _ 2021-04-26,1
user_137 _ 2021-04-10,7
user_137 _ 2021-05-02,2
user_137 _ 2021-04-20,1
user_137 _ 2021-04-28,1
user_137 _ 2021-04-29,3
user_137 _ 2021-04-11,7
user_137 _ 2021-04-09,5
user_15 _ 2021-03-02,1
user_15 _ 2021-03-15,1
user_15 _ 2021-04-03,1
user_15 _ 2021-03-18,1
user_15 _ 2021-02-28,1
user_15 _ 2021-03-26,1
user_15 _ 2021-02-25,1
user_15 _ 2021-04-06,1
user_15 _ 2021-03-24,1
user_15 _ 2021-03-23,1
user_15 _ 2021-03-19,1
user_15 _ 2021-02-26,1
user_15 _ 2021-03-28,1
user_15 _ 2021-02-21,1
user_15 _ 2021-02-22,1
user_15 _ 2021-04-05,6
user_15 _ 2021-03-17,1
user_15 _ 2021-04-04,1
user_15 _ 2021-03-07,1
user_15 _ 2021-03-20,1
user_156 _ 2021-04-27,8
user_156 _ 2021-05-05,1
user_156 _ 2021-04-16,8
user_156 _ 2021-04-29,8
user_156 _ 2021-05-03,8
user_156 _ 2021-04-30,8
user_156 _ 2021-04-23,8
user_156 _ 2021-04-21,1
user_156 _ 2021-05-06,8
user_156 _ 2021-04-15,1
user_156 _ 2021-04-24,3
user_156 _ 2021-05-01,1
user_156 _ 2021-04-28,1
user_156 _ 2021-05-07,8
user_156 _ 2021-04-26,8
user_156 _ 2021-05-04,8
user_156 _ 2021-04-18,1
user_156 _ 2021-04-14,1
user_156 _ 2021-04-17,6
user_156 _ 2021-05-08,8
user_158 _ 2021-05-13,8
user_158 _ 2021-05-04,1
user_158 _ 2021-05-11,8
user_158 _ 2021-05-05,8
user_158 _ 2021-04-29,8
user_158 _ 2021-05-01,6
user_158 _ 2021-05-02,3
user_158 _ 2021-04-28,8
user_158 _ 2021-05-03,3
user_158 _ 2021-05-12,8
user_158 _ 2021-04-25,1
user_159 _ 2021-04-20,1
user_159 _ 2021-05-07,3
user_159 _ 2021-05-01,1
user_159 _ 2021-04-29,4
user_159 _ 2021-04-26,1
user_159 _ 2021-04-23,1
user_159 _ 2021-04-30,2
user_159 _ 2021-05-08,1
user_159 _ 2021-04-28,3
user_159 _ 2021-04-19,1
user_159 _ 2021-04-25,1
user_159 _ 2021-05-06,1
user_159 _ 2021-05-05,3
user_159 _ 2021-05-04,1
user_159 _ 2021-04-21,1
user_159 _ 2021-04-22,1
user_159 _ 2021-04-17,1
user_159 _ 2021-04-18,1
user_159 _ 2021-05-09,1
user_159 _ 2021-04-24,1
user_171 _ 2021-04-28,1
user_171 _ 2021-05-10,1
user_171 _ 2021-05-02,5
user_171 _ 2021-05-23,2
user_171 _ 2021-05-20,1
user_171 _ 2021-05-04,1
user_171 _ 2021-04-29,1
user_171 _ 2021-05-21,5
user_171 _ 2021-04-30,6
user_171 _ 2021-05-05,1
user_171 _ 2021-05-01,5
user_171 _ 2021-05-24,1
user_171 _ 2021-05-12,6
user_171 _ 2021-05-06,1
user_171 _ 2021-04-24,5
user_171 _ 2021-05-14,6
user_171 _ 2021-06-02,1
user_171 _ 2021-05-08,6
user_179 _ 2021-06-05,1
user_179 _ 2021-05-19,1
user_179 _ 2021-05-17,1
user_179 _ 2021-06-02,1
user_179 _ 2021-04-27,1
user_179 _ 2021-05-18,1
user_179 _ 2021-05-11,1
user_179 _ 2021-05-06,1
user_179 _ 2021-04-30,1
user_179 _ 2021-05-10,5
user_179 _ 2021-05-08,2
user_179 _ 2021-06-03,1
user_179 _ 2021-05-12,1
user_179 _ 2021-05-24,1
user_179 _ 2021-05-03,1
user_179 _ 2021-05-27,1
user_179 _ 2021-05-01,1
user_19 _ 2021-03-15,8
user_19 _ 2021-02-26,8
user_19 _ 2021-03-12,8
user_19 _ 2021-02-27,1
user_19 _ 2021-04-03,1
user_19 _ 2021-03-14,1
user_19 _ 2021-03-16,8
user_19 _ 2021-03-21,1
user_19 _ 2021-03-28,5
user_19 _ 2021-04-04,1
user_19 _ 2021-04-01,8
user_19 _ 2021-04-05,8
user_19 _ 2021-04-02,8
user_19 _ 2021-03-07,1
user_19 _ 2021-03-13,3
user_19 _ 2021-03-19,8
user_19 _ 2021-03-08,8
user_19 _ 2021-03-11,8
user_19 _ 2021-03-20,1
user_19 _ 2021-03-22,8
user_32 _ 2021-03-10,6
user_32 _ 2021-03-26,8
user_32 _ 2021-03-28,1
user_32 _ 2021-03-17,3
user_32 _ 2021-03-14,1
user_32 _ 2021-03-08,6
user_32 _ 2021-03-27,3
user_32 _ 2021-03-20,1
user_32 _ 2021-03-22,8
user_32 _ 2021-03-11,6
user_32 _ 2021-03-19,3
user_32 _ 2021-03-24,8
user_32 _ 2021-03-07,1
user_32 _ 2021-03-18,1
user_32 _ 2021-03-09,6
user_32 _ 2021-03-15,1
user_32 _ 2021-03-12,8
user_32 _ 2021-03-21,6
user_40 _ 2021-03-04,1
user_40 _ 2021-03-23,1
user_40 _ 2021-04-11,8
user_40 _ 2021-03-17,8
user_40 _ 2021-03-30,8
user_40 _ 2021-02-28,8
user_40 _ 2021-03-03,1
user_40 _ 2021-03-05,1
user_40 _ 2021-03-29,1
user_40 _ 2021-03-09,8
user_40 _ 2021-03-06,8
user_40 _ 2021-04-08,1
user_40 _ 2021-04-21,8
user_40 _ 2021-02-25,1
user_40 _ 2021-03-31,8
user_40 _ 2021-04-06,8
user_40 _ 2021-03-02,8
user_40 _ 2021-04-15,6
user_40 _ 2021-03-21,8
user_40 _ 2021-04-16,1
user_52 _ 2021-06-12,1
user_52 _ 2021-03-26,8
user_52 _ 2021-03-17,8
user_52 _ 2021-05-31,1
user_52 _ 2021-05-02,6
user_52 _ 2021-05-15,6
user_52 _ 2021-04-24,5
user_52 _ 2021-05-24,8
user_52 _ 2021-03-29,8
user_52 _ 2021-03-22,8
user_52 _ 2021-05-13,8
user_52 _ 2021-04-05,8
user_52 _ 2021-04-22,8
user_52 _ 2021-03-12,8
user_52 _ 2021-03-14,1
user_52 _ 2021-04-12,8
user_52 _ 2021-05-09,1
user_52 _ 2021-06-11,1
user_52 _ 2021-04-16,8
user_52 _ 2021-05-11,8
user_57 _ 2021-05-24,6
user_57 _ 2021-04-07,1
user_57 _ 2021-06-13,1
user_57 _ 2021-06-09,5
user_57 _ 2021-06-02,5
user_57 _ 2021-03-23,1
user_57 _ 2021-05-17,6
user_57 _ 2021-05-29,6
user_57 _ 2021-06-11,5
user_57 _ 2021-05-30,1
user_57 _ 2021-06-19,1
user_57 _ 2021-04-10,1
user_57 _ 2021-05-15,1
user_57 _ 2021-05-21,6
user_57 _ 2021-05-04,6
user_57 _ 2021-03-13,1
user_57 _ 2021-03-11,1
user_57 _ 2021-03-12,1
user_57 _ 2021-05-13,5
user_57 _ 2021-06-14,6
user_78 _ 2021-03-20,2
user_78 _ 2021-03-29,7
user_78 _ 2021-04-02,8
user_78 _ 2021-04-01,1
user_78 _ 2021-04-13,1
user_78 _ 2021-03-23,4
user_78 _ 2021-04-14,8
user_78 _ 2021-03-22,8
user_78 _ 2021-04-15,2
user_78 _ 2021-03-30,7
user_78 _ 2021-03-21,5
user_88 _ 2021-03-27,1
user_88 _ 2021-04-11,1
user_88 _ 2021-04-13,6
user_88 _ 2021-04-14,8
user_88 _ 2021-03-29,1
user_88 _ 2021-03-23,8
user_88 _ 2021-04-08,1
user_88 _ 2021-04-20,8
user_88 _ 2021-04-18,6
user_88 _ 2021-04-17,6
user_88 _ 2021-03-25,8
user_88 _ 2021-03-22,8
user_88 _ 2021-03-20,1
user_88 _ 2021-04-09,8
user_88 _ 2021-04-12,1
user_88 _ 2021-04-10,5
user_88 _ 2021-04-04,1
user_88 _ 2021-04-01,6
user_88 _ 2021-03-30,3
user_88 _ 2021-03-26,8
user_98 _ 2021-06-09,4
user_98 _ 2021-04-11,4
user_98 _ 2021-04-30,4
user_98 _ 2021-04-12,4
user_98 _ 2021-04-04,4
user_98 _ 2021-04-09,4
user_98 _ 2021-03-23,4
